INSTANCE,HEA-BEST,HEA-AVG
in14_129.dat,10758,10765.3
in14_130.dat,10667,10667
in14_131.dat,10752,10790
in14_132.dat,11288,11321.35
in14_133.dat,11201,11232.25
in14_134.dat,10677,10724.4
in14_135.dat,10672,10672
in14_136.dat,10792,10794.85
in14_137.dat,11200,11201.35
in14_138.dat,11248,11288.95
in14_139.dat,10795,10826.1
in14_140.dat,10413,10413
in14_141.dat,8634,8639.3
in14_142.dat,8648,8650.65
in14_143.dat,8352,8374.3
in14_144.dat,7992,8013.6
in14_145.dat,8191,8196.2
in14_146.dat,7699,7720.75
in14_147.dat,7869,7884.85
in14_148.dat,8516,8536.85
in14_149.dat,8305,8310.45
in14_150.dat,8685,8689.45
in14_151.dat,8289,8292.6
in14_152.dat,8399,8405.6
in14_153.dat,7709,7712.05
in14_154.dat,8199,8200.75
in14_155.dat,8705,8712.25
in14_156.dat,8282,8303.35
in14_157.dat,8679,8684.4
in14_158.dat,8670,8686.45
in14_159.dat,8716,8728.65
in14_160.dat,8317,8325
in14_161.dat,8405,8424.9
in14_162.dat,8463,8469.9
in14_163.dat,9393,9403.8
in14_164.dat,8204,8215.55
in14_165.dat,7700,7711.65
in14_166.dat,8082,8083.3
in14_167.dat,8628,8631.1
in14_168.dat,8722,8728.35
in14_169.dat,8551,8555.7
in14_170.dat,8111,8116.5
in14_171.dat,8030,8034.2
in14_172.dat,8157,8163.85
in14_173.dat,8076,8076
in14_174.dat,8798,8805.9
in14_175.dat,7831,7841.35
in14_176.dat,8505,8507.1
in14_177.dat,7738,7742.05
in14_178.dat,8506,8513.1
in14_179.dat,8250,8254.8
in14_180.dat,8140,8145.3
in14_181.dat,14510,14510.8
in14_182.dat,14307,14317.8
in14_183.dat,14873,14891.25
in14_184.dat,14191,14194.65
in14_185.dat,13921,13925.2
in14_186.dat,13657,13702.35
in14_187.dat,14758,14760.7
in14_188.dat,14180,14187.75
in14_189.dat,14360,14366.55
in14_190.dat,14205,14265.95
in14_191.dat,15328,15361.5
in14_192.dat,14098,14100.3
in14_193.dat,14554,14588.6
in14_194.dat,13850,13850
in14_195.dat,13665,13727.55
in14_196.dat,14616,14620.75
in14_197.dat,14671,14728.3
in14_198.dat,14601,14625.75
in14_199.dat,14101,14120.3
in14_200.dat,14329,14364.9
in14_201.dat,11113,11117.65
in14_202.dat,10900,10920.75
in14_203.dat,11135,11161
in14_204.dat,10812,10824.35
in14_205.dat,11976,11993.35
in14_206.dat,11131,11138.45
in14_207.dat,10903,10918.2
in14_208.dat,10294,10312.55
in14_209.dat,12260,12278.5
in14_210.dat,12081,12091.45
in14_211.dat,10584,10595.4
in14_212.dat,11734,11752.35
in14_213.dat,12232,12256.05
in14_214.dat,9940,9993.6
in14_215.dat,11361,11368.8
in14_216.dat,11915,11923.5
in14_217.dat,11119,11129.1
in14_218.dat,11098,11110.65
in14_219.dat,11364,11374.45
in14_220.dat,10659,10685.3
in14_221.dat,11339,11350.65
in14_222.dat,9971,10000.75
in14_223.dat,10433,10455.35
in14_224.dat,10182,10193.2
in14_225.dat,9834,9849.5
in14_226.dat,10132,10145.7
in14_227.dat,11092,11100.1
in14_228.dat,11242,11250.9
in14_229.dat,9819,9827.8
in14_230.dat,10879,10893.55
in14_231.dat,11008,11044.4
in14_232.dat,11069,11073.75
in14_233.dat,12047,12058.3
in14_234.dat,10724,10738.9
in14_235.dat,11239,11259.05
in14_236.dat,9603,9624.8
in14_237.dat,10673,10693.15
in14_238.dat,10655,10670.3
in14_239.dat,10245,10251.6
in14_240.dat,10920,10923.9
in14_241.dat,18022,18039.55
in14_242.dat,18292,18316.8
in14_243.dat,17593,17633.15
in14_244.dat,17517,17553.5
in14_245.dat,17926,17968.45
in14_246.dat,17905,17927.9
in14_247.dat,17835,17895.55
in14_248.dat,18389,18436.8
in14_249.dat,18219,18262.8
in14_250.dat,17289,17289
in14_251.dat,18356,18366.25
in14_252.dat,17676,17678.5
in14_253.dat,18743,18783.85
in14_254.dat,17434,17434
in14_255.dat,17900,17923.15
in14_256.dat,17921,17946.95
in14_257.dat,17969,17997.75
in14_258.dat,18181,18228.75
in14_259.dat,17841,17869.45
in14_260.dat,17631,17649.35
in14_261.dat,15328,15347.55
in14_262.dat,14129,14142.05
in14_263.dat,13185,13208.85
in14_264.dat,13282,13326.15
in14_265.dat,13508,13517.65
in14_266.dat,13902,13923
in14_267.dat,13502,13521.1
in14_268.dat,13769,13790.4
in14_269.dat,12972,12988.25
in14_270.dat,13639,13663.4
in14_271.dat,13718,13741.75
in14_272.dat,13954,13977.85
in14_273.dat,14998,15028.8
in14_274.dat,14130,14136.3
in14_275.dat,13968,13982.2
in14_276.dat,14408,14420.9
in14_277.dat,14038,14063.55
in14_278.dat,12693,12712.05
in14_279.dat,12571,12599.75
in14_280.dat,14218,14232.85
in14_281.dat,13276,13294.6
in14_282.dat,12871,12882.6
in14_283.dat,13096,13107.4
in14_284.dat,12774,12792.2
in14_285.dat,13536,13546.9
in14_286.dat,13154,13164.95
in14_287.dat,13358,13373.85
in14_288.dat,12455,12469.05
in14_289.dat,13224,13231.6
in14_290.dat,13664,13678.95
in14_291.dat,13532,13555.65
in14_292.dat,13080,13096.7
in14_293.dat,13677,13691.75
in14_294.dat,11995,12012.4
in14_295.dat,12776,12792.3
in14_296.dat,12695,12706.55
in14_297.dat,13271,13281.8
in14_298.dat,13066,13078.95
in14_299.dat,12937,12948.45
in14_300.dat,14221,14239.8
in14_301.dat,20877,20883.05
in14_302.dat,20768,20770.7
in14_303.dat,21708,21760.25
in14_304.dat,22014,22060.05
in14_305.dat,21134,21162.7
in14_306.dat,21578,21632.05
in14_307.dat,21135,21176.4
in14_308.dat,20224,20224.65
in14_309.dat,21576,21593.35
in14_310.dat,21164,21164
in14_311.dat,21338,21353.7
in14_312.dat,21749,21821
in14_313.dat,22205,22214.15
in14_314.dat,21485,21537.05
in14_315.dat,21580,21580.25
in14_316.dat,20847,20861.3
in14_317.dat,21460,21460.2
in14_318.dat,21326,21339.75
in14_319.dat,21060,21063.3
in14_320.dat,21090,21093.55
in14_321.dat,17416,17443.1
in14_322.dat,16063,16084.85
in14_323.dat,16288,16318.9
in14_324.dat,16830,16848.05
in14_325.dat,15377,15397.35
in14_326.dat,16227,16251.1
in14_327.dat,15588,15605.4
in14_328.dat,15194,15226
in14_329.dat,15480,15504.7
in14_330.dat,16743,16777.5
in14_331.dat,15563,15590.7
in14_332.dat,15141,15179.7
in14_333.dat,16114,16133.7
in14_334.dat,17182,17199.1
in14_335.dat,16559,16573.05
in14_336.dat,16049,16081.95
in14_337.dat,16957,16976.45
in14_338.dat,15023,15054.4
in14_339.dat,16793,16811.95
in14_340.dat,15368,15406.05
in14_341.dat,16196,16218.2
in14_342.dat,16276,16287.3
in14_343.dat,15866,15879.35
in14_344.dat,15612,15625.95
in14_345.dat,16391,16408.65
in14_346.dat,15010,15022.7
in14_347.dat,16766,16780.55
in14_348.dat,15895,15907.75
in14_349.dat,14457,14482.6
in14_350.dat,16015,16035.35
in14_351.dat,15623,15638
in14_352.dat,15581,15605.5
in14_353.dat,14783,14805.45
in14_354.dat,16036,16054.35
in14_355.dat,15832,15849
in14_356.dat,14814,14828.1
in14_357.dat,16431,16446.25
in14_358.dat,15249,15260.55
in14_359.dat,15786,15801.05
in14_360.dat,15164,15179.35
in18_001.dat,4697,4697
in18_002.dat,4381,4381
in18_003.dat,4590,4590
in18_004.dat,4949,4949
in18_005.dat,4614,4614
in18_006.dat,4803,4803
in18_007.dat,4496,4496
in18_008.dat,4685,4685.15
in18_009.dat,4707,4707
in18_010.dat,4652,4652
in18_011.dat,4503,4503
in18_012.dat,4643,4643
in18_013.dat,4573,4573
in18_014.dat,4479,4479
in18_015.dat,4683,4683
in18_016.dat,4693,4693
in18_017.dat,5063,5063
in18_018.dat,4674,4674
in18_019.dat,4599,4599
in18_020.dat,4450,4450
in18_021.dat,3382,3382
in18_022.dat,2775,2775
in18_023.dat,2971,2971
in18_024.dat,2942,2942
in18_025.dat,2972,2972
in18_026.dat,3663,3663
in18_027.dat,3468,3468
in18_028.dat,3512,3512
in18_029.dat,3423,3423
in18_030.dat,3290,3290
in18_031.dat,3295,3295
in18_032.dat,3222,3222
in18_033.dat,3332,3332
in18_034.dat,3591,3591
in18_035.dat,3304,3304.75
in18_036.dat,3256,3256
in18_037.dat,3371,3371
in18_038.dat,3487,3487
in18_039.dat,3167,3167
in18_040.dat,3386,3386
in18_041.dat,2447,2447
in18_042.dat,3315,3315
in18_043.dat,3619,3619
in18_044.dat,3170,3170
in18_045.dat,3775,3775
in18_046.dat,3624,3624
in18_047.dat,2714,2714.8
in18_048.dat,2711,2711
in18_049.dat,2656,2656
in18_050.dat,3293,3293
in18_051.dat,3162,3162
in18_052.dat,3457,3457
in18_053.dat,3671,3671
in18_054.dat,2925,2925
in18_055.dat,3098,3098
in18_056.dat,3412,3412
in18_057.dat,3251,3251
in18_058.dat,3032,3032
in18_059.dat,3227,3227
in18_060.dat,2970,2970
in18_061.dat,9169,9175.45
in18_062.dat,8959,8959
in18_063.dat,8907,8907
in18_064.dat,9248,9248
in18_065.dat,8913,8913
in18_066.dat,9209,9216.5
in18_067.dat,9245,9245
in18_068.dat,9626,9626
in18_069.dat,9309,9327.3
in18_070.dat,9556,9559.2
in18_071.dat,9088,9099.75
in18_072.dat,8654,8664.05
in18_073.dat,9064,9076.25
in18_074.dat,9188,9188
in18_075.dat,9226,9237.55
in18_076.dat,8989,8989
in18_077.dat,8651,8651
in18_078.dat,9107,9107
in18_079.dat,9347,9347
in18_080.dat,9078,9078
in18_081.dat,5736,5742.05
in18_082.dat,6347,6354.7
in18_083.dat,5619,5636.8
in18_084.dat,6106,6127.15
in18_085.dat,6562,6563.05
in18_086.dat,6221,6224.1
in18_087.dat,6103,6104.4
in18_088.dat,6222,6230
in18_089.dat,6116,6161.1
in18_090.dat,6347,6349
in18_091.dat,6140,6142.15
in18_092.dat,6087,6087.1
in18_093.dat,6216,6217.7
in18_094.dat,5742,5769.9
in18_095.dat,5891,5898.4
in18_096.dat,6146,6149.2
in18_097.dat,6014,6018.15
in18_098.dat,6390,6392.9
in18_099.dat,6699,6699
in18_100.dat,6258,6262.65
in18_101.dat,5486,5496.85
in18_102.dat,5618,5618
in18_103.dat,5288,5290.1
in18_104.dat,5844,5850.95
in18_105.dat,5745,5749.65
in18_106.dat,6119,6119.75
in18_107.dat,5694,5697.05
in18_108.dat,5942,5943.4
in18_109.dat,5779,5780.5
in18_110.dat,6038,6047.1
in18_111.dat,5474,5474.4
in18_112.dat,5065,5075
in18_113.dat,5745,5745
in18_114.dat,5216,5224.1
in18_115.dat,5818,5823.1
in18_116.dat,6183,6188.05
in18_117.dat,5434,5434.5
in18_118.dat,5983,5983
in18_119.dat,6315,6326.25
in18_120.dat,5460,5460
in18_121.dat,13480,13480
in18_122.dat,13648,13653.3
in18_123.dat,13797,13797
in18_124.dat,13658,13658
in18_125.dat,13187,13187.45
in18_126.dat,13751,13758.8
in18_127.dat,13727,13728.2
in18_128.dat,13374,13374
in18_129.dat,13195,13213.2
in18_130.dat,13621,13658.15
in18_131.dat,13461,13462.6
in18_132.dat,13538,13538.15
in18_133.dat,13518,13564.65
in18_134.dat,13942,13942
in18_135.dat,13560,13560
in18_136.dat,13584,13587.2
in18_137.dat,13456,13467.55
in18_138.dat,13912,13926.15
in18_139.dat,13679,13679.2
in18_140.dat,13657,13657
in18_141.dat,8368,8401.1
in18_142.dat,9417,9428.95
in18_143.dat,8560,8591.6
in18_144.dat,8016,8021.9
in18_145.dat,8314,8339.75
in18_146.dat,9090,9120.4
in18_147.dat,8905,8936.1
in18_148.dat,8828,8869.45
in18_149.dat,8429,8444.65
in18_150.dat,9251,9269.3
in18_151.dat,8349,8390.8
in18_152.dat,8795,8807.25
in18_153.dat,8910,8915.5
in18_154.dat,8534,8552.35
in18_155.dat,8701,8708.45
in18_156.dat,9538,9542.15
in18_157.dat,7937,7949.85
in18_158.dat,9340,9366.25
in18_159.dat,9139,9168.5
in18_160.dat,9217,9228.6
in18_161.dat,8213,8215.3
in18_162.dat,7199,7211.2
in18_163.dat,8248,8253.4
in18_164.dat,8775,8787.1
in18_165.dat,7949,7962.9
in18_166.dat,8867,8873.05
in18_167.dat,9065,9075.85
in18_168.dat,8158,8166.2
in18_169.dat,9329,9340.8
in18_170.dat,8203,8207.55
in18_171.dat,8846,8866.4
in18_172.dat,7841,7850.9
in18_173.dat,8188,8191.45
in18_174.dat,8576,8593.05
in18_175.dat,8764,8766.9
in18_176.dat,7423,7434.25
in18_177.dat,7436,7452.95
in18_178.dat,7973,7985.05
in18_179.dat,7258,7265.7
in18_180.dat,8211,8217.6
in18_181.dat,17676,17677.15
in18_182.dat,18100,18106.45
in18_183.dat,18056,18056
in18_184.dat,18077,18083.8
in18_185.dat,17879,17880.8
in18_186.dat,18036,18055.45
in18_187.dat,17988,17988
in18_188.dat,17913,17929.75
in18_189.dat,17849,17866.5
in18_190.dat,18166,18169.15
in18_191.dat,18023,18027.55
in18_192.dat,18546,18576.5
in18_193.dat,18219,18221.75
in18_194.dat,18130,18130
in18_195.dat,18419,18434
in18_196.dat,18254,18283.7
in18_197.dat,17882,17944.85
in18_198.dat,18100,18103.6
in18_199.dat,18467,18474.1
in18_200.dat,18298,18315.9
in18_201.dat,11844,11861.95
in18_202.dat,12587,12594.5
in18_203.dat,11821,11868.05
in18_204.dat,12053,12064.85
in18_205.dat,11215,11226.1
in18_206.dat,11474,11490.4
in18_207.dat,11354,11362.5
in18_208.dat,10927,10939.15
in18_209.dat,11177,11195.85
in18_210.dat,11492,11515.05
in18_211.dat,12171,12192.35
in18_212.dat,9934,10004.85
in18_213.dat,10772,10806.5
in18_214.dat,11860,11869.35
in18_215.dat,10475,10525.35
in18_216.dat,10706,10730.95
in18_217.dat,10941,10961.25
in18_218.dat,10890,10899.85
in18_219.dat,11447,11455.55
in18_220.dat,11580,11594.05
in18_221.dat,10462,10465.25
in18_222.dat,10914,10923.05
in18_223.dat,10547,10561.05
in18_224.dat,11666,11679.55
in18_225.dat,9860,9875.45
in18_226.dat,11173,11180.75
in18_227.dat,9906,9923.8
in18_228.dat,10613,10626.05
in18_229.dat,11481,11494.95
in18_230.dat,10921,10944.95
in18_231.dat,11511,11525.65
in18_232.dat,9587,9602.55
in18_233.dat,10366,10402.5
in18_234.dat,10653,10682.45
in18_235.dat,10477,10487.15
in18_236.dat,10471,10482.95
in18_237.dat,11018,11026.7
in18_238.dat,10503,10513.5
in18_239.dat,10692,10704
in18_240.dat,10645,10661.4
in18_241.dat,22489,22489
in18_242.dat,22550,22550
in18_243.dat,23181,23198.2
in18_244.dat,22353,22361.5
in18_245.dat,22754,22784.6
in18_246.dat,22109,22109.05
in18_247.dat,22704,22717
in18_248.dat,22652,22658.6
in18_249.dat,23185,23205.65
in18_250.dat,22805,22833.25
in18_251.dat,22617,22635.95
in18_252.dat,22522,22522
in18_253.dat,22423,22445.75
in18_254.dat,22348,22354.7
in18_255.dat,22596,22596.9
in18_256.dat,23057,23084.8
in18_257.dat,22900,22900.6
in18_258.dat,22462,22462
in18_259.dat,22621,22696.7
in18_260.dat,22596,22596.9
in18_261.dat,12552,12588.2
in18_262.dat,14314,14322.45
in18_263.dat,13613,13663.2
in18_264.dat,14349,14432.45
in18_265.dat,13950,13971.75
in18_266.dat,14063,14081.05
in18_267.dat,13702,13738.4
in18_268.dat,13034,13063.8
in18_269.dat,13091,13109.55
in18_270.dat,12845,12892.85
in18_271.dat,14683,14695.15
in18_272.dat,15411,15420.05
in18_273.dat,14753,14768.9
in18_274.dat,13607,13648.25
in18_275.dat,13270,13314.6
in18_276.dat,15563,15582.05
in18_277.dat,14287,14297.45
in18_278.dat,15812,15831.3
in18_279.dat,13752,13780.4
in18_280.dat,14664,14689.15
in18_281.dat,13284,13295.05
in18_282.dat,12250,12269.65
in18_283.dat,13216,13222.15
in18_284.dat,13120,13134.45
in18_285.dat,14094,14111.45
in18_286.dat,12841,12860.25
in18_287.dat,13434,13447.15
in18_288.dat,13609,13638.15
in18_289.dat,14540,14555.25
in18_290.dat,12431,12442.85
in18_291.dat,12926,12944.05
in18_292.dat,14124,14144.85
in18_293.dat,12442,12473.95
in18_294.dat,13403,13440.95
in18_295.dat,14236,14249.2
in18_296.dat,14122,14134.05
in18_297.dat,12932,12951.7
in18_298.dat,13991,14001.75
in18_299.dat,12437,12455.65
in18_300.dat,13821,13848.9
in18_301.dat,27064,27129.3
in18_302.dat,27119,27120.6
in18_303.dat,27605,27605
in18_304.dat,27015,27023.9
in18_305.dat,27039,27039.45
in18_306.dat,27389,27415.5
in18_307.dat,26967,26967
in18_308.dat,27126,27126.45
in18_309.dat,27408,27409.8
in18_310.dat,27089,27089
in18_311.dat,27305,27311.35
in18_312.dat,27121,27121
in18_313.dat,27150,27150
in18_314.dat,27133,27158.35
in18_315.dat,27326,27365.3
in18_316.dat,27053,27070.65
in18_317.dat,27314,27324.5
in18_318.dat,27007,27007
in18_319.dat,26968,26968
in18_320.dat,27539,27544.9
in18_321.dat,17624,17642.85
in18_322.dat,17028,17105.45
in18_323.dat,17196,17229.6
in18_324.dat,16918,16949.75
in18_325.dat,16222,16254.85
in18_326.dat,16432,16479.45
in18_327.dat,16456,16492.5
in18_328.dat,15769,15821.95
in18_329.dat,15268,15318.95
in18_330.dat,16468,16492.95
in18_331.dat,16242,16267.5
in18_332.dat,16261,16292.35
in18_333.dat,16150,16172.15
in18_334.dat,16876,16945.1
in18_335.dat,16182,16228.35
in18_336.dat,16285,16320.2
in18_337.dat,16529,16546.25
in18_338.dat,16400,16425.2
in18_339.dat,16720,16745.1
in18_340.dat,16671,16716.9
in18_341.dat,16645,16674.5
in18_342.dat,15834,15844.35
in18_343.dat,15375,15392.5
in18_344.dat,15714,15731.85
in18_345.dat,15863,15886.25
in18_346.dat,17435,17459.35
in18_347.dat,16141,16159.75
in18_348.dat,16117,16131.65
in18_349.dat,16612,16638.25
in18_350.dat,14895,14910.65
in18_351.dat,15822,15846.25
in18_352.dat,15819,15844.15
in18_353.dat,16304,16328.25
in18_354.dat,15182,15205.1
in18_355.dat,15784,15796.9
in18_356.dat,15159,15184.9
in18_357.dat,14552,14581.2
in18_358.dat,17204,17240.65
in18_359.dat,15279,15322.45
in18_360.dat,16459,16469.15
